Target_Enroll,avg_income,CAMPUS_VISIT,CONTACT_CODE1,Contact_Date,Contact_Month,Contact_Year,distance,ETHNICITY,hscrat,ID,init_span,Instate,int1rat,int2rat,interest,IRSCHOOL,LEVEL_YEAR,mailq,premiere,REFERRAL_CNTCTS,satscore,SELF_INIT_CNTCTS,sex,SOLICITED_CNTCTS,telecq,TERRITORY,TOTAL_CONTACTS,TRAVEL_INIT_CNTCTS,Total,AllocProportion,SampleSize,ActualProportion,SelectionProb,SamplingWeight
0,,0,P01,26,Mar,2015,,A,0.140096618,39916,18,Y,0.049269675,0.056669686,0,445573,FR04,5,1,0,,2,0,2,,1,4,0,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,PPT,03,Jul,2015,,N,0.058823529,39924,14,Y,0.049269675,0.056669686,0,441735,FR04,5,0,0,,1,,1,,1,2,0,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,P02,25,Mar,2014,98.57260093,N,0.037651631,39955,30,Y,0.052353252,0.056669686,0,,FR04,5,0,0,,0,0,1,,1,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,30754,0,BHC,06,Oct,2015,127.0180934,,0.038461538,40068,11,Y,0.049269675,0.056669686,0,442980,FR04,2,0,0,,0,1,0,,2,1,1,2580,0.5,2322,0.5,0.9,1.111111111
0,46878,0,A03,20,Mar,2014,123.5545362,A,0.037651631,40101,30,Y,0.034306569,0.050075873,0,,FR04,5,0,0,,0,0,1,4,2,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,45532,0,CIP,25,Sep,2012,117.6961506,,0,40163,48,Y,0.049269675,0.056669686,0,445710,FR04,2,0,0,,0,0,0,,2,1,1,2580,0.5,2322,0.5,0.9,1.111111111
0,29946,0,N10,22,Feb,2014,152.7559499,C,0,40248,31,Y,0.048387097,0.033063924,0,440748,FR04,2,0,0,,0,1,1,,2,2,1,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,EML,06,Jan,2016,,,0.037651631,40256,8,Y,0.147590361,0.056669686,0,,FR04,5,0,0,,1,,0,,2,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,40000,0,N02,15,Feb,2014,133.499427,C,0,40282,31,Y,0.080808081,0.088541667,0,441175,FR04,2,0,0,1120,2,1,2,,2,5,1,2580,0.5,2322,0.5,0.9,1.111111111
0,25469,0,CIP,30,Sep,2015,139.48952,,0.029411765,40315,12,Y,0.049269675,0.056669686,0,441445,FR04,3,0,0,,0,1,0,,2,1,1,2580,0.5,2322,0.5,0.9,1.111111111
0,25469,0,CIP,30,Sep,2015,139.48952,C,0.029411765,40316,12,Y,0.049269675,0.056669686,0,441445,FR04,3,0,0,,1,1,0,,2,2,1,2580,0.5,2322,0.5,0.9,1.111111111
0,25469,0,CIP,30,Sep,2015,139.48952,H,0.029411765,40332,12,Y,0.052353252,0.034591195,0,441445,FR04,1,0,0,,2,1,0,2,2,3,1,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,C01,16,Jan,2015,,C,0.037651631,40334,20,Y,0.049269675,0.056669686,0,,FR04,5,0,0,,1,0,1,,2,2,0,2580,0.5,2322,0.5,0.9,1.111111111
0,27332,0,A03,20,Mar,2014,153.5401368,C,0.037651631,40346,30,Y,0.052353252,0.056669686,0,,FR04,5,0,0,,0,1,1,2,2,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,44266,0,CIP,17,Sep,2015,122.3996127,C,0,40410,12,Y,0.052247191,0.056669686,0,442370,FR04,2,0,0,,0,0,0,,2,1,1,2580,0.5,2322,0.5,0.9,1.111111111
0,44266,0,CIP,17,Sep,2015,122.3996127,C,0,40415,12,Y,0.008474576,0.056669686,1,442370,FR04,2,0,0,940,3,0,0,,2,4,1,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,CLD,03,Feb,2015,,C,0,40433,19,Y,0.042821159,0.061179088,0,442370,FR04,1,0,0,,0,1,1,,2,2,1,2580,0.5,2322,0.5,0.9,1.111111111
0,32862,0,N10,20,Feb,2014,169.9185925,C,0,40500,31,Y,0.032061069,0.011111111,0,444932,FR04,5,0,0,,0,0,1,,2,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,PPT,03,Jul,2015,,C,0.037651631,40527,14,Y,0.049269675,0.056669686,0,,FR04,5,0,0,,1,1,1,,2,2,0,2580,0.5,2322,0.5,0.9,1.111111111
0,41903,0,N02,04,Feb,2014,140.6951475,O,0,40556,31,Y,0.052353252,0.039244186,0,443455,FR04,5,0,0,,0,1,1,,2,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,26246,0,LMA,08,Sep,2015,174.1000087,C,0.03030303,40570,12,Y,0.049269675,0.056669686,1,445370,FR04,5,0,0,1250,4,1,1,,2,5,0,2580,0.5,2322,0.5,0.9,1.111111111
0,42873,0,N10,26,Feb,2014,175.1839471,C,0.026315789,40618,31,Y,0.051401869,0.062906725,0,445670,FR04,5,0,0,,0,1,1,,2,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,34436,0,N10,22,Feb,2014,113.1557475,O,0,40660,31,Y,0.007575758,0.103448276,0,445767,FR04,5,0,0,940,1,0,1,,2,2,0,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,PPT,03,Jul,2015,,N,0.078947368,40692,14,Y,0.049269675,0.056669686,0,444935,FR04,5,0,0,,1,1,1,,2,2,0,2580,0.5,2322,0.5,0.9,1.111111111
0,31734,0,CIP,26,Nov,2015,143.4527674,B,0.042857143,40715,10,Y,0.049269675,0.056669686,0,446805,FR04,2,0,0,,0,0,0,3,2,1,1,2580,0.5,2322,0.5,0.9,1.111111111
0,31734,0,CIP,07,Feb,2015,143.4527674,,0.042857143,40739,19,Y,0.038340336,0.033063924,0,446805,FR04,2,0,1,,0,0,0,4,2,2,1,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,N11,28,Jan,2015,,C,0,40792,20,Y,0.050847458,0.053598775,0,446810,FR04,2,0,0,,2,0,3,,2,6,1,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,RFC,08,Feb,2015,,,0.037651631,40795,19,Y,0.049269675,0.056669686,0,,FR04,5,0,2,,0,0,0,,2,2,0,2580,0.5,2322,0.5,0.9,1.111111111
0,46818,0,P02,15,Apr,2014,135.3769318,N,0,40872,29,Y,0.142241379,0.056669686,0,440190,FR04,5,0,0,,0,0,1,,2,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,45177,0,N10,21,Feb,2014,223.8036236,C,0,40949,31,Y,0.052353252,0.02173913,0,40880,FR04,5,0,0,,0,1,1,,8,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,ACT,27,Feb,2015,,C,0.021276596,41030,19,Y,0.049269675,0.056669686,0,446970,FR04,5,0,0,840,1,0,0,,2,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,PPT,03,Jul,2015,,O,0.02739726,41033,14,Y,0.049269675,0.056669686,0,446963,FR04,5,0,0,,0,0,1,,2,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,CIP,07,Feb,2015,,C,0,41091,19,Y,0.052247191,0.039855072,0,445750,FR04,2,0,0,,1,1,0,,2,2,1,2580,0.5,2322,0.5,0.9,1.111111111
0,28306,0,ACT,20,Apr,2014,202.1437825,C,0.071428571,41111,29,Y,0.049269675,0.056669686,0,441885,FR04,5,0,0,810,1,1,0,,2,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,13333,0,N10,12,Aug,2014,195.9893887,N,0.133333333,41148,25,Y,0.037037037,0.061179088,0,444180,FR04,5,0,0,,1,1,1,2,2,2,0,2580,0.5,2322,0.5,0.9,1.111111111
0,31618,0,C02,27,Feb,2014,208.4187572,B,0,41184,31,Y,0.038340336,0.043478261,0,444565,FR04,5,0,0,970,3,1,3,,2,6,0,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,CLD,03,Feb,2015,,,0.1,41192,19,Y,0.040752351,0.053598775,0,445045,FR04,5,0,0,,0,0,1,,2,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,C01,16,Jan,2015,,C,0,41195,20,Y,0.049269675,0.056669686,0,444565,FR04,5,0,0,1170,4,1,3,2,2,7,0,2580,0.5,2322,0.5,0.9,1.111111111
0,28594,0,CIP,07,Feb,2015,211.5431504,C,0,41214,19,Y,0.020905923,0.032520325,0,445750,FR04,2,0,0,,0,1,0,2,2,1,1,2580,0.5,2322,0.5,0.9,1.111111111
0,28594,0,N10,22,Feb,2014,211.5431504,C,0,41217,31,Y,0.034306569,0.031073446,0,445750,FR04,5,0,0,,0,0,1,,2,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,33903,0,N01,08,Feb,2014,157.0614665,B,0.03960396,41236,31,Y,0.045929019,0.033063924,0,444280,FR04,5,0,0,,0,1,1,,2,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,PPT,03,Jul,2015,,,0.03960396,41248,14,Y,0.049269675,0.056669686,0,444280,FR04,5,0,0,,0,0,1,,2,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,26308,0,SAT,23,May,2015,157.2455162,B,0.03960396,41264,16,Y,0.049269675,0.056669686,0,444280,FR04,5,0,0,1330,1,1,0,,2,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,36761,0,SAT,26,Dec,2014,153.6044892,C,0,41373,21,Y,0.166666667,0.056669686,0,444285,FR04,3,0,1,1170,4,1,0,4,2,5,0,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,ACT,25,Apr,2015,,A,0.088607595,41429,17,Y,0.049269675,0.056669686,0,442985,FR04,5,0,0,890,3,1,0,,2,3,0,2580,0.5,2322,0.5,0.9,1.111111111
0,43536,0,SAT,20,Feb,2015,157.9937596,C,0.03960396,41473,19,Y,0.049269675,0.056669686,0,444280,FR04,5,0,0,990,3,1,0,,2,3,0,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,PPT,03,Jul,2015,,C,0.088607595,41515,14,Y,0.049269675,0.056669686,0,442985,FR04,5,0,0,,0,0,1,,2,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,N01,21,Jan,2015,,B,0.03960396,41520,20,Y,0.049269675,0.056669686,0,444280,FR04,5,0,0,1240,1,1,1,,2,2,0,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,PPT,03,Jul,2015,,,0.035714286,41531,14,Y,0.049269675,0.056669686,0,443075,FR04,5,0,0,,0,1,1,,2,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,32465,0,MCO,06,Nov,2015,172.3854319,C,0.027027027,41562,10,Y,0.049269675,0.056669686,0,441145,FR04,5,0,0,,0,1,1,4,2,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,32465,0,N02,15,Feb,2014,172.3854319,C,0.027027027,41569,31,Y,0.051401869,0.030585106,0,441145,FR04,5,0,0,,0,1,2,4,2,2,0,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,ACT,25,Apr,2015,,C,0,41603,17,Y,0.049269675,0.056669686,0,444990,FR04,5,0,0,940,1,0,1,,2,2,0,2580,0.5,2322,0.5,0.9,1.111111111
0,35146,0,CIP,04,Feb,2015,165.8395251,C,0,41614,19,Y,0.061403509,0.181818182,0,441994,FR04,2,0,0,,0,1,0,,2,2,2,2580,0.5,2322,0.5,0.9,1.111111111
0,32954,0,N10,26,Feb,2014,146.6539429,C,0.034482759,41701,31,Y,0.042821159,0.052401747,0,442830,FR04,5,0,0,970,2,1,1,,2,3,0,2580,0.5,2322,0.5,0.9,1.111111111
0,41539,0,SPA,29,Apr,2015,166.462944,N,0.037651631,41713,17,Y,0.049269675,0.056669686,0,,FR04,5,1,0,,2,1,0,,2,2,0,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,ACT,09,Oct,2015,,C,0.0625,41786,11,Y,0.049269675,0.056669686,0,443236,FR04,5,0,0,1140,1,1,0,,2,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,26005,0,C01,11,Feb,2015,185.2774265,B,0.027027027,41825,19,Y,0.039215686,0.062906725,0,443660,FR04,5,0,0,870,1,1,1,2,2,2,0,2580,0.5,2322,0.5,0.9,1.111111111
0,24582,0,CIP,15,Dec,2015,177.246064,C,0.052631579,41911,9,Y,0.020905923,0.056669686,0,444520,FR04,2,0,0,,0,1,0,,2,1,1,2580,0.5,2322,0.5,0.9,1.111111111
0,24582,0,N02,06,Feb,2014,177.246064,B,0.052631579,41915,31,Y,0.031835206,0.06122449,0,444520,FR04,2,0,0,,0,1,1,,2,3,2,2580,0.5,2322,0.5,0.9,1.111111111
0,37011,0,N10,21,Feb,2014,180.3461411,C,0.052631579,41962,31,Y,0.043209877,0.053598775,0,444520,FR04,5,0,0,,0,1,1,,2,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,PPT,03,Jul,2015,,N,0,41979,14,Y,0.049269675,0.056669686,0,444920,FR04,5,0,0,,1,1,1,,2,2,0,2580,0.5,2322,0.5,0.9,1.111111111
0,31193,0,N02,06,Feb,2014,162.1420099,C,0,42009,31,Y,0.052353252,0.056669686,0,445540,FR04,5,0,0,,0,1,1,,2,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,25119,0,APP,24,Jan,2015,122.1390409,B,0,42147,20,Y,0.049269675,0.056669686,0,447140,FR04,5,0,0,710,2,1,0,,2,2,0,2580,0.5,2322,0.5,0.9,1.111111111
0,43125,0,SAT,23,Jun,2015,118.8786282,C,0.083333333,42205,15,Y,0.049269675,0.056669686,0,447138,FR04,5,0,0,900,1,1,0,,2,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,43125,0,CIP,02,Dec,2015,118.8786282,C,0.083333333,42236,9,Y,0.068292683,0.075757576,1,447517,FR04,1,0,0,,0,,0,4,2,1,1,2580,0.5,2322,0.5,0.9,1.111111111
0,28571,0,REG,29,Oct,2014,133.7869833,B,0.017857143,42279,23,Y,0.049269675,0.056669686,0,447120,FR04,5,0,0,,0,1,1,,2,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,47646,0,RFT,24,Oct,2015,125.3868841,,0.017857143,42312,11,Y,0.049269675,0.056669686,0,447120,FR04,5,0,1,,0,,0,,2,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,CRS,01,Apr,2015,,C,0.037651631,42340,17,Y,0.049269675,0.056669686,0,,FR04,5,0,1,,0,0,0,,2,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,32487,0,LTR,13,Nov,2014,127.9256894,,0.017857143,42358,22,Y,0.049269675,0.056669686,0,447120,FR04,5,0,0,,1,,0,,2,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,32487,0,C02,28,Feb,2014,127.9256894,B,0,42363,31,Y,0.036464088,0.056669686,0,447140,FR04,5,0,0,770,1,0,1,,2,2,0,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,WPR,10,Jan,2015,122.1720018,C,0.083333333,42379,20,Y,0.049269675,0.056669686,1,447138,FR04,2,1,0,1110,7,1,1,2,2,9,1,2580,0.5,2322,0.5,0.9,1.111111111
0,33561,0,RFC,06,Feb,2015,88.28808986,,0.037651631,42406,19,Y,0.049269675,0.056669686,0,,FR04,5,0,1,,0,0,0,,2,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,33561,0,A03,15,Mar,2014,88.28808986,C,0,42418,30,Y,0.052353252,0.056669686,0,440269,FR04,5,0,0,1060,1,1,1,,2,2,0,2580,0.5,2322,0.5,0.9,1.111111111
0,33994,0,CIP,07,Feb,2015,105.7379449,,0,42438,19,Y,0.049269675,0.056669686,0,440605,FR04,1,0,0,,0,0,0,,2,1,1,2580,0.5,2322,0.5,0.9,1.111111111
0,33994,0,CIP,07,Feb,2015,105.7379449,,0,42440,19,Y,0.049269675,0.056669686,0,440605,FR04,3,0,0,,0,1,0,,2,1,1,2580,0.5,2322,0.5,0.9,1.111111111
0,35357,0,EML,11,Dec,2015,104.874894,,0.037651631,42461,9,Y,0.038062284,0.056669686,0,,FR04,5,0,0,,1,1,0,4,2,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,33169,0,SAT,17,Nov,2015,103.3387729,C,0.1,42551,10,Y,0.049269675,0.056669686,0,442590,FR04,5,0,0,1070,1,0,0,4,2,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,33950,0,CIP,10,Feb,2015,135.3426483,C,0.111111111,42571,19,Y,0.020905923,0.056669686,0,443175,FR04,3,0,0,,0,1,0,,2,1,1,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,PPT,03,Jul,2015,,,0.2,42575,14,Y,0.049269675,0.056669686,0,447116,FR04,5,0,0,,0,0,1,,8,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,28299,0,MCM,02,Oct,2015,115.1707463,,0.037651631,42579,11,Y,0.049269675,0.056669686,0,,FR04,5,0,0,,1,0,1,2,2,2,0,2580,0.5,2322,0.5,0.9,1.111111111
0,28299,0,BHC,12,Dec,2015,115.1707463,C,0.037651631,42580,9,Y,0.031847134,0.056669686,0,,FR04,5,0,0,,0,1,0,,2,1,1,2580,0.5,2322,0.5,0.9,1.111111111
0,28299,0,C02,28,Feb,2014,115.1707463,C,0.037651631,42584,31,Y,0.007575758,0.031073446,0,,FR04,5,0,0,,0,0,1,,2,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,28299,0,BHC,12,Dec,2015,115.1707463,,0.019607843,42605,9,Y,0.021276596,0.056669686,0,443600,FR04,3,0,0,,0,0,0,,2,1,1,2580,0.5,2322,0.5,0.9,1.111111111
0,31894,0,CIP,29,Dec,2015,125.9460947,,0.043478261,42701,9,Y,0.049269675,0.056669686,0,447190,FR04,5,0,0,,0,0,0,,2,1,1,2580,0.5,2322,0.5,0.9,1.111111111
0,33207,0,P02,25,Mar,2014,133.5174651,N,0.037651631,42713,30,Y,0.052353252,0.056669686,0,,FR04,5,0,0,,0,1,1,,2,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,33207,0,N02,05,Feb,2014,133.5174651,C,0,42727,31,Y,0.007575758,0.033063924,0,445775,FR04,5,0,0,,0,0,1,,2,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,29375,0,P02,17,Apr,2014,118.0403378,N,0.037651631,42737,29,Y,0.038340336,0.056669686,0,,FR04,5,0,0,,0,1,1,2,2,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,39083,0,CIP,03,Dec,2015,127.3424223,,0.083333333,42773,9,Y,0.052247191,0.181818182,0,447517,FR04,2,0,0,,0,0,0,,2,1,1,2580,0.5,2322,0.5,0.9,1.111111111
0,49284,0,PHN,14,Aug,2015,123.0309828,,0.083333333,42806,13,Y,0.049269675,0.056669686,0,447517,FR04,5,0,0,,1,1,0,,2,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,31524,0,SPR,16,Apr,2016,90.57956875,,0.037651631,42834,5,Y,0.049269675,0.056669686,0,,FR04,5,0,0,,1,1,0,,2,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,PPT,03,Jul,2015,,,0,42882,14,Y,0.049269675,0.056669686,0,445325,FR04,5,0,0,,0,1,1,,2,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,CIP,10,Feb,2015,91.59070355,,0.044117647,42936,19,Y,0.088607595,0.030585106,0,445328,FR04,2,0,0,,0,1,0,,2,1,1,2580,0.5,2322,0.5,0.9,1.111111111
0,29908,0,CIP,29,Dec,2015,65.56382201,,0,42958,9,Y,0.020905923,0.056669686,0,440985,FR04,5,0,0,,0,1,0,,2,1,1,2580,0.5,2322,0.5,0.9,1.111111111
0,27074,0,SAT,26,Dec,2014,100.160894,C,0,42983,21,Y,0.049269675,0.056669686,0,441610,FR04,5,0,0,790,1,1,0,,2,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,33164,0,CIP,11,Feb,2014,62.75272165,,0.022222222,43014,31,Y,0.049269675,0.056669686,0,442350,FR04,5,0,0,,0,0,0,3,2,1,1,2580,0.5,2322,0.5,0.9,1.111111111
0,33164,0,CIP,11,Feb,2014,62.75272165,C,0.022222222,43021,31,Y,0.058823529,0.056669686,1,442350,FR04,3,0,0,1010,1,1,0,2,2,2,1,2580,0.5,2322,0.5,0.9,1.111111111
0,33164,0,N10,22,Feb,2014,62.75272165,C,0.022222222,43026,31,Y,0.036464088,0.053598775,0,442350,FR04,5,0,0,910,1,0,1,2,2,2,0,2580,0.5,2322,0.5,0.9,1.111111111
0,28594,0,N02,15,Feb,2014,99.42127587,N,0,43042,31,Y,0.007575758,0.056669686,0,446580,FR04,5,0,0,,0,1,1,,2,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,21940,0,SAT,27,Oct,2015,126.6425101,C,0,43044,11,Y,0.049269675,0.056669686,0,443020,FR04,5,0,0,950,1,0,0,,2,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,42984,0,N02,06,Feb,2014,57.38449625,C,0.022222222,43070,31,Y,0.048387097,0.035359116,0,442350,FR04,2,0,0,1140,2,0,1,2,2,4,1,2580,0.5,2322,0.5,0.9,1.111111111
0,28429,0,CIP,01,Oct,2015,115.4004158,,0,43114,11,Y,0.052247191,0.056669686,0,447080,FR04,2,0,0,,1,1,0,,2,2,1,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,C01,16,Jan,2015,,C,0,43122,20,Y,0.049269675,0.056669686,0,447080,FR04,5,0,0,,1,1,1,,2,2,0,2580,0.5,2322,0.5,0.9,1.111111111
0,34661,0,N10,22,Feb,2014,146.5080476,C,0.107692308,43161,31,Y,0.038340336,0.075757576,0,444385,FR04,3,0,1,1150,3,0,2,4,2,7,1,2580,0.5,2322,0.5,0.9,1.111111111
0,34472,0,LMI,11,Feb,2015,141.913935,C,0,43176,19,Y,0.049269675,0.056669686,0,444375,FR04,5,0,0,1250,2,0,0,4,2,2,0,2580,0.5,2322,0.5,0.9,1.111111111
0,34472,1,CAV,27,Mar,2015,141.913935,N,0,43178,18,Y,0.049269675,0.056669686,0,444375,FR04,5,0,0,940,3,1,0,,2,3,0,2580,0.5,2322,0.5,0.9,1.111111111
0,23293,0,WPR,23,Jan,2015,214.779604,,0.037651631,43225,20,Y,0.049269675,0.056669686,0,,FR04,5,1,0,,2,1,0,,2,2,0,2580,0.5,2322,0.5,0.9,1.111111111
0,23293,0,WPR,23,Jan,2015,214.779604,,0,43228,20,Y,0.020905923,0.056669686,0,445095,FR04,2,1,0,,2,1,0,,2,3,1,2580,0.5,2322,0.5,0.9,1.111111111
0,23293,0,CIP,02,Oct,2012,214.779604,N,0,43232,47,Y,0.052353252,0.039244186,0,445095,FR04,3,1,0,,3,1,0,4,2,4,1,2580,0.5,2322,0.5,0.9,1.111111111
0,29866,0,N02,05,Feb,2014,212.2473374,O,0.037651631,43244,31,Y,0.052353252,0.056669686,0,,FR04,5,0,0,,0,1,1,,2,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,28281,0,CIP,02,Oct,2012,209.8176689,,0,43250,47,Y,0.049269675,0.056669686,0,443865,FR04,3,0,0,,0,1,0,4,2,2,2,2580,0.5,2322,0.5,0.9,1.111111111
0,29544,0,CIP,07,Feb,2015,175.5727501,N,0.026315789,43288,19,Y,0.040752351,0,0,441189,FR04,2,0,0,,1,0,0,,2,2,1,2580,0.5,2322,0.5,0.9,1.111111111
0,30208,0,N01,08,Feb,2014,189.7265537,B,0.057142857,43399,31,Y,0.048387097,0.056669686,0,443630,FR04,5,0,0,,0,1,1,,2,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,24250,0,BHC,21,Dec,2012,194.7323809,,0,43469,45,Y,0.049269675,0.056669686,0,443210,FR04,1,0,0,,0,1,0,,2,1,1,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,P02,27,Mar,2014,149.8113762,N,0.042253521,43549,30,Y,0.050847458,0.056669686,0,444980,FR04,5,0,0,1300,1,0,1,3,2,2,0,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,CIP,19,Nov,2013,149.8113762,H,0.042253521,43557,34,Y,0.052353252,0.030585106,0,444980,FR04,1,1,0,1170,6,1,0,2,2,7,1,2580,0.5,2322,0.5,0.9,1.111111111
0,28029,0,CIP,05,Feb,2015,208.211592,,0,43574,19,Y,0.031835206,0.056669686,0,445095,FR04,3,0,0,,0,0,0,,2,1,1,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,MCO,06,Nov,2015,,C,0.018518519,43718,10,Y,0.049269675,0.056669686,0,443787,FR04,5,0,0,760,2,1,1,,6,3,0,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,SAT,22,May,2014,,C,0.040609137,43724,28,Y,0.049269675,0.056669686,0,440236,FR04,5,0,0,1110,2,1,3,2,6,5,0,2580,0.5,2322,0.5,0.9,1.111111111
0,43457,0,SAT,06,Feb,2016,85.93278192,O,0.052631579,43788,7,Y,0.049269675,0.056669686,0,440241,FR04,5,0,0,1100,2,0,0,,6,2,0,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,PPT,03,Jul,2015,,N,0.052631579,43808,14,Y,0.049269675,0.056669686,0,440241,FR04,5,0,0,,1,0,1,,6,2,0,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,ACT,20,Feb,2016,,H,0.052631579,43815,7,Y,0.049269675,0.056669686,0,440241,FR04,5,0,0,840,1,0,0,,6,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,PPT,03,Jul,2015,,N,0.052631579,43818,14,Y,0.049269675,0.056669686,0,440241,FR04,5,0,0,,1,1,1,,6,2,0,2580,0.5,2322,0.5,0.9,1.111111111
0,66758,0,SAT,25,Apr,2015,85.23918129,O,0.047619048,43835,17,Y,0.049269675,0.056669686,0,440065,FR04,5,0,0,1040,1,1,0,,6,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,43908,0,LTR,10,Apr,2014,60.23043139,,0.010416667,43879,29,Y,0.049269675,0.056669686,0,440105,FR04,5,0,0,,1,1,0,,6,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,43908,0,CIP,17,Dec,2014,60.23043139,,0.010416667,43935,21,Y,0.020905923,0.030585106,0,440105,FR04,3,0,0,,0,1,0,,6,1,1,2580,0.5,2322,0.5,0.9,1.111111111
0,,0,ACT,26,Dec,2014,,H,0.010416667,43959,21,Y,0.049269675,0.056669686,0,440105,FR04,5,0,0,1170,1,0,1,,6,2,0,2580,0.5,2322,0.5,0.9,1.111111111
0,31033,0,LTR,12,Nov,2014,82.11483154,,0.149122807,43965,22,Y,0.049269675,0.056669686,0,440240,FR04,5,0,0,,1,1,0,,6,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,31033,0,SAT,23,Jun,2015,82.11483154,A,0.149122807,43980,15,Y,0.084962913,0.135135135,0,440240,FR04,2,0,0,930,3,1,0,,6,4,1,2580,0.5,2322,0.5,0.9,1.111111111
0,31033,0,MCM,02,Oct,2015,82.11483154,,0.052631579,43982,11,Y,0.049269675,0.056669686,0,440242,FR04,5,0,0,,0,0,1,,6,1,0,2580,0.5,2322,0.5,0.9,1.111111111
0,52212,0,LMA,08,Oct,2014,84.06211311,I,0.052631579,44046,23,Y,0.049269675,0.056669686,0,440241,FR04,5,0,0,1070,3,1,0,,6,3,0,2580,0.5,2322,0.5,0.9,1.111111111
0,52212,0,CIP,17,Sep,2014,84.06211311,A,0.052631579,44049,24,Y,0.049269675,0.056669686,0,440241,FR04,5,0,0,,2,1,0,,6,3,1,2580,0.5,2322,0.5,0.9,1.111111111
0,52212,0,SAT,23,Jun,2015,84.06211311,A,0.052631579,44056,15,Y,0.049269675,0.056669686,0,440241,FR04,5,0,0,1040,5,1,0,,6,5,0,2580,0.5,2322,0.5,0.9,1.111111111
